gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Significance
CFAP52,23.985483661811017,-1.012910797371334,0.1387821498686298,-7.298566842566917,2.9084900737152105e-13,1.0197938880018996e-12,Downregulated
ANGPTL8,9.237109442924108,-1.3091793873022592,0.1794047958045157,-7.297348888759786,2.934930544624297e-13,1.0284202459434919e-12,Downregulated
BSN,245.2401157625748,-1.078564743614883,0.1482544534169381,-7.2750917004942846,3.461852106072348e-13,1.205008773724706e-12,Downregulated
MMP10,288.16272454068803,-1.541234533881732,0.21185359109783788,-7.274998388721961,3.464245866841006e-13,1.205556440822859e-12,Downregulated
LGI1,19.923600792112225,-2.246512121000739,0.3101033406807413,-7.244398322408193,4.3436312426650296e-13,1.498271651979875e-12,Downregulated
RORB,96.12626691226409,-1.167690285732248,0.16213061154817324,-7.202158029147363,5.926694443852349e-13,2.0255974414371587e-12,Downregulated
ANGPTL1,188.13530288368648,-1.009874213127839,0.1403421646838199,-7.195800459562584,6.209538450773858e-13,2.120108430172697e-12,Downregulated
METTL11B,24.750315753631856,-1.3138224187938499,0.18267665719826287,-7.192065143648487,6.381856549787574e-13,2.1762869745649766e-12,Downregulated
GUCY2D,48.8217204669611,-1.1020704504705923,0.1533212931861268,-7.187980400952636,6.575669807528806e-13,2.2405590568052284e-12,Downregulated
ARHGAP36,148.926856744931,-2.6962946127548966,0.37512946909078787,-7.187637428992139,6.592203661297923e-13,2.2457369128626124e-12,Downregulated
PRKACB,5188.250936266365,-1.1089677168303151,0.15444737749509632,-7.180230152276458,6.959416292200252e-13,2.3669911003536836e-12,Downregulated
C5orf38,1201.9315585033755,-1.2948114677523412,0.1804185551637068,-7.176708995244225,7.140945740056991e-13,2.4243113667154047e-12,Downregulated
MYMX,25.142150788573836,-1.0945334958675004,0.1525135262176823,-7.1766322831279545,7.144951841355156e-13,2.425180984890222e-12,Downregulated
IQCJ,5.460963229234147,-2.226373076689384,0.31074688074057727,-7.164587047128047,7.802138030047743e-13,2.6402397349010582e-12,Downregulated
SERPINA9,60.50752601672197,-1.6161641760963226,0.22587547683201314,-7.155111297444154,8.360506274661865e-13,2.8206627680671903e-12,Downregulated
CLRN3,5.520449234120529,-1.2287901381277453,0.17177377653728199,-7.153537419380468,8.456971655978471e-13,2.8514890572517893e-12,Downregulated
PLAAT5,779.750080938029,-1.4418857788683725,0.20192797446999025,-7.14059447509914,9.292813455503413e-13,3.1223093582953104e-12,Downregulated
DSCAML1,79.42091686370604,-1.3512058591725022,0.1893059588504207,-7.137682656044398,9.491745000387212e-13,3.184400780705446e-12,Downregulated
TAL2,9.644016760068773,-1.3777725279362014,0.19319905513475202,-7.131362661040117,9.938008479944717e-13,3.3274688145455105e-12,Downregulated
LRRN4CL,129.19891415375255,-1.0099675927556917,0.1416744636084703,-7.128790658751495,1.0125459334392286e-12,3.388879810721246e-12,Downregulated
CLPSL2,87.27064939038316,-1.2537876490495306,0.17592352699605493,-7.126890134925767,1.0266196986875765e-12,3.4346136910257145e-12,Downregulated
CSDC2,140.59894448862627,-1.0682649665630153,0.15029548655187602,-7.107764784368908,1.1793732828997763e-12,3.928436244706636e-12,Downregulated
CABCOCO1,75.92436097666771,-1.2908361025914166,0.18213524268449222,-7.087239589470862,1.3681341185894138e-12,4.546364921393325e-12,Downregulated
TPPP,546.9074172924812,-1.0059975364350078,0.14225105864106222,-7.071986289911633,1.5273151411740562e-12,5.052328392124149e-12,Downregulated
ESPN,1430.86263537046,-1.0005793903701075,0.14161250036647055,-7.065614884143473,1.5990632753644045e-12,5.283423394374655e-12,Downregulated
PRODH,451.4221505711473,-1.4523110078873447,0.20565603371217206,-7.0618448759929935,1.6430635543247182e-12,5.422400422646623e-12,Downregulated
LIPE,1061.5327749290707,-1.0611396072736008,0.15040417858581986,-7.055253499277747,1.7228634393275863e-12,5.681286862980066e-12,Downregulated
PCSK1,410.28200600601843,-1.832119848724224,0.25970778962952573,-7.05454330552715,1.7316851658008373e-12,5.705894124330609e-12,Downregulated
PCDHA13,18.603505833489187,-1.700141230206242,0.24102881258607867,-7.053684627845355,1.7424104898794013e-12,5.740107398762832e-12,Downregulated
JAKMIP3,145.5389270562414,-1.0127337072314682,0.14389531248228288,-7.03798956172503,1.9503329465164144e-12,6.3974578949037835e-12,Downregulated
ABCA9,261.3281535609784,-1.0139273829501763,0.14411529827233827,-7.035529156898614,1.9850620051163782e-12,6.510103719846407e-12,Downregulated
HCN2,98.03162303254402,-1.1654286995227554,0.16633629902417194,-7.006460444051337,2.444226213648012e-12,7.958430891140968e-12,Downregulated
FGF20,5.393282164319945,-1.413538799813232,0.201898215674925,-7.001244637491802,2.5369850311677975e-12,8.246060929960307e-12,Downregulated
PTPRQ,45.335064223224684,-1.7829446142840872,0.2563987511502406,-6.953796016109863,3.5558566560476647e-12,1.1451318154944982e-11,Downregulated
MFAP4,3042.5058985722926,-1.0313710536523595,0.14850248535154742,-6.945143384037057,3.780761253288388e-12,1.2147640176115878e-11,Downregulated
ZSCAN1,84.40272991923864,-1.3432142715551836,0.19358923064970684,-6.938476210929751,3.963517170575203e-12,1.2717799361547497e-11,Downregulated
VWA5B1,5.9188406808705425,-1.6148402620589897,0.2329037420351407,-6.933509302806055,4.1052690162480836e-12,1.3160064205608714e-11,Downregulated
UNC5A,519.7488387337876,-1.3365627254650663,0.19279996118703052,-6.932380677029802,4.138165636023532e-12,1.3262986769294207e-11,Downregulated
CDH18,17.484808702317036,-2.301933096241544,0.33230113301368563,-6.927250218393748,4.290992446399753e-12,1.3747553662244093e-11,Downregulated
ZBBX,17.67412966279879,-1.831906839289895,0.26461123992145147,-6.923012188876358,4.4213970869041844e-12,1.4154541246176095e-11,Downregulated
ERVFRD-1,11.349502310861697,-1.2096787375485154,0.175093464432162,-6.908760081203328,4.889079916942015e-12,1.560415848776094e-11,Downregulated
C8orf34,50.32269345487067,-1.236251610553621,0.17898051464625134,-6.907185472100293,4.943634280516745e-12,1.576628653140485e-11,Downregulated
GPR88,37.59582311454149,-1.2490950401676588,0.18086096320431205,-6.906382770706587,4.971674084449576e-12,1.5846680184116095e-11,Downregulated
RBM20,320.70306990238157,-1.419947181086525,0.20563073697301995,-6.905325546116343,5.0088428313989165e-12,1.595909156453312e-11,Downregulated
PCSK2,38.613029385477915,-2.4609069762029425,0.3565444230573043,-6.902104806747804,5.123760881096535e-12,1.6312857514099873e-11,Downregulated
CD36,5633.150774745696,-1.266542874525416,0.18399925056219807,-6.88341322399724,5.8435200021252545e-12,1.852682349390076e-11,Downregulated
LRRC15,9572.806557141837,-1.0121695081544997,0.14711981945632466,-6.879899063871417,5.989498382555439e-12,1.8968439699366293e-11,Downregulated
CPN2,23.27708210002104,-1.0937662854183772,0.15923798671130762,-6.868752287111827,6.476585432496783e-12,2.046854597905798e-11,Downregulated
MEPE,11.238295894746917,-1.9190054937464784,0.27952279320919937,-6.8652916340538415,6.63555532166915e-12,2.094729273038392e-11,Downregulated
EPS8L3,6.843580944491096,-1.8331375993047088,0.2670165909005845,-6.865257297765522,6.637151608982719e-12,2.094839278277907e-11,Downregulated
EDDM3B,10.597745599631079,-2.127830785070488,0.31078045350795114,-6.84673299447402,7.555554593736648e-12,2.3739968279927165e-11,Downregulated
LRP1B,413.8349746515495,-1.840760076722082,0.26936090789763595,-6.833805584816406,8.26910739816414e-12,2.5885096960727126e-11,Downregulated
CROCC2,25.958344501039928,-1.8628428029066972,0.27310171708553843,-6.821058552053096,9.037209566381075e-12,2.8184409102806145e-11,Downregulated
CCN5,1732.704732681697,-1.065128933498022,0.15650954846085546,-6.805520455286605,1.0068457124642101e-11,3.128433429733326e-11,Downregulated
PNMA2,364.60226418394035,-1.0337164620143524,0.15208021988710274,-6.797178901909369,1.0668758429397438e-11,3.306389450114901e-11,Downregulated
ARMC3,167.549326340089,-1.2406393678559544,0.1832484302378795,-6.770259184460398,1.2855189077140712e-11,3.964962598328831e-11,Downregulated
MYOC,16.9152073860859,-2.132026761769771,0.31504737792081383,-6.767321079896907,1.3118872868034978e-11,4.042577784665404e-11,Downregulated
ADAM29,21.562424033292427,-2.1756985139438787,0.32165179503670577,-6.764142303933343,1.3410122912270952e-11,4.129294634101334e-11,Downregulated
ADRA2C,250.26034983610575,-1.1933749321023304,0.17669196127044426,-6.753985430473285,1.4383820055040906e-11,4.4218196499547105e-11,Downregulated
PRMT8,9.87754424312958,-1.5436132376798042,0.229904997637281,-6.714135201685126,1.8918483695187022e-11,5.770412504992728e-11,Downregulated
CXCR1,38.43666123794218,-1.4673272819728644,0.21864701327443103,-6.710941347875509,1.933728295954678e-11,5.891729697366086e-11,Downregulated
TEKT4,10.843568390870246,-1.3466350872427497,0.200942865154934,-6.701581995481386,2.0617511070377425e-11,6.267006624108205e-11,Downregulated
SEMA6D,616.1777324691543,-1.0401035094322244,0.15557308713415996,-6.685626213326224,2.2993924598650406e-11,6.960896011967694e-11,Downregulated
CBLN4,64.34815484839369,-1.0381040744615313,0.15529169394642006,-6.684865417333306,2.3113696004719168e-11,6.994101090973782e-11,Downregulated
HTR1E,7.124871709835116,-2.4545409134867398,0.3674429575428777,-6.680059756487002,2.3884483893721466e-11,7.215632816408062e-11,Downregulated
ZNF728,18.2936681953403,-1.3147182549153797,0.19697806685954075,-6.674439829145376,2.4817827540884705e-11,7.488168381674559e-11,Downregulated
NDST4,17.70849222764431,-2.6450286010662434,0.3963401347147355,-6.673632996996366,2.495472200536459e-11,7.526767391772561e-11,Downregulated
RGS7,16.746369016657926,-1.5535033667851725,0.23285132883488419,-6.671653430360142,2.529373250913242e-11,7.624908984796463e-11,Downregulated
IL1RAPL1,6.240312702485402,-1.6094178249115196,0.24144059871686427,-6.665895601090986,2.63056209257615e-11,7.921412808998817e-11,Downregulated
KIAA2012,17.736756659866238,-1.0430498141280748,0.15677074582573533,-6.65334472087999,2.8650606976439787e-11,8.602868716159384e-11,Downregulated
SERPINA1,14953.93025547527,-1.2783952337279831,0.1924280008170984,-6.643499014174604,3.063225295198443e-11,9.186392685922018e-11,Downregulated
PGGHG,4379.40965957632,-1.0737682036659482,0.16189036418041847,-6.632687554333307,3.29629086741916e-11,9.867712389841808e-11,Downregulated
ARHGAP40,783.4782970560956,-1.8123099703600565,0.27371735942332936,-6.6210998607404745,3.5653599860829994e-11,1.0646613917887121e-10,Downregulated
CEACAM16,4.457803990110506,-1.9981805245035689,0.3027238404411028,-6.600671164821358,4.0930051694725e-11,1.2172430608521582e-10,Downregulated
C7orf57,11.620582195388737,-1.5932515712292368,0.24191053851483144,-6.58611890581838,4.514723065881067e-11,1.3393385903871948e-10,Downregulated
RANBP3L,410.5547356137504,-1.1403173924860996,0.17321129691365597,-6.583389263891582,4.5984311100552566e-11,1.3629671870693442e-10,Downregulated
ITPKA,95.50409193855309,-1.1243256820553975,0.17113743344899476,-6.5697238727755485,5.040865283100342e-11,1.4917335866858548e-10,Downregulated
MARCHF11,28.278004871187616,-2.4360565891626806,0.3717815375580343,-6.552387203418937,5.662448729787319e-11,1.6700841404720575e-10,Downregulated
TEX14,161.30881125628315,-1.2006409146288441,0.18353335825662667,-6.541813030795418,6.077745849266858e-11,1.7884872448289573e-10,Downregulated
CYP26A1,45.24047960043507,-1.2703726573027156,0.1943349811452736,-6.537025139869484,6.27545036697542e-11,1.8453715319807907e-10,Downregulated
DCDC2,514.1288787553514,-1.3233796124663177,0.20338626935731635,-6.506730354256887,7.680409286687828e-11,2.2439733920103595e-10,Downregulated
ZG16,6.240989994557314,-2.1200131368221937,0.32629538855443296,-6.497220650939511,8.181742089046009e-11,2.3867087087906935e-10,Downregulated
EGR3,1752.8607960228687,-1.0626110252518544,0.1646071053512745,-6.455438378460173,1.0790608211291798e-10,3.1260177851797535e-10,Downregulated
PCDHA6,57.181399080351014,-1.4064322067210107,0.21903577343686687,-6.421016004156917,1.353677940362093e-10,3.895362575042649e-10,Downregulated
CTSG,123.053897309648,-1.2099355409522474,0.1886230132138438,-6.414570101160092,1.4122079760203207e-10,4.0568356436394836e-10,Downregulated
FAM3B,845.5479336413185,-1.4799632338735356,0.23074930991332923,-6.413727670212397,1.4200378328039323e-10,4.0779327980007554e-10,Downregulated
SPANXB1,10.425451388759418,-2.6930181776426934,0.420472752166544,-6.4047388653998265,1.5062696185377416e-10,4.3196539726702435e-10,Downregulated
TBX10,29.15876071026906,-2.4606009571717316,0.3850974403305785,-6.389554173768286,1.6637009061679757e-10,4.758127906771375e-10,Downregulated
GNMT,168.1239021662074,-1.1151971351454282,0.1748575191911301,-6.37774766738197,1.7971128511079617e-10,5.123995319024523e-10,Downregulated
PLIN1,1733.469514438043,-1.368378012732347,0.21511131586652388,-6.361255367808837,2.0011142351941594e-10,5.69016019316388e-10,Downregulated
KLK3,24.733420872637648,-2.1316919501421228,0.33564571630479934,-6.3510178935408685,2.138948244576236e-10,6.070779903625672e-10,Downregulated
ANKRD34C,4.87977057133617,-1.8953190736455865,0.29870386270478655,-6.345144172168803,2.222172435870438e-10,6.301660617127181e-10,Downregulated
KCNU1,6.720193478373393,-2.060402920642005,0.3264031157639003,-6.3124486903868045,2.7465453750269e-10,7.750715037140965e-10,Downregulated
TENM2,370.29805410067263,-1.1147334024551494,0.1766483315893926,-6.310466634048226,2.781953874297829e-10,7.846680383352144e-10,Downregulated
ZBTB18,4967.727069449765,-1.0358168987013863,0.1645861763790913,-6.29346231554459,3.104619048973903e-10,8.7289138493006e-10,Downregulated
FGA,19.929641982982307,-3.064937859152656,0.48747456730277566,-6.28738002909799,3.228683407497662e-10,9.068619214500711e-10,Downregulated
HCN1,12.640624980476243,-1.2875152150311127,0.20517549795916762,-6.275189912234762,3.492077865559867e-10,9.785512136040569e-10,Downregulated
TEX19,9.214674545975873,-1.5078619629234566,0.24034955784319048,-6.2736207066676615,3.5274722084964613e-10,9.881395534162956e-10,Downregulated
FOXJ1,410.85263152452353,-1.6165308103975327,0.2584361146359754,-6.255049967279244,3.973886584580627e-10,1.1078314178336028e-09,Downregulated
SAMD11,385.5618013189699,-1.157762361998712,0.18527214347686063,-6.248982390292848,4.1313548894667617e-10,1.149630132344903e-09,Downregulated
FRMPD3,290.1055969670069,-1.016907648487341,0.16281539276590223,-6.245770938558997,4.2171482323254253e-10,1.172143783514557e-09,Downregulated
NNAT,98.01259012945275,-1.0092432893993049,0.16161379781368976,-6.244784189545326,4.2438565657248575e-10,1.1789816982523402e-09,Downregulated
FUT6,130.63865074199322,-1.7957321368867003,0.2877073609552942,-6.241523091116646,4.3333045072351956e-10,1.203034828302703e-09,Downregulated
HAL,35.69328345270275,-1.075347653112313,0.17296388511286112,-6.217180265178682,5.061681539314168e-10,1.3990041106685256e-09,Downregulated
ATP8A2,510.58217199651,-1.2246363743889757,0.19710495359070287,-6.213118199616572,5.194334587559378e-10,1.4347234132271609e-09,Downregulated
TAC1,27.61011627573982,-1.5035684533744462,0.2420361532563609,-6.212164724754529,5.225960026119257e-10,1.4432212028045746e-09,Downregulated
IL19,33.050500200579506,-1.2640934639777235,0.20440675547246956,-6.184205903840479,6.241585665863659e-10,1.7093595458159722e-09,Downregulated
HABP2,46.14189866972856,-1.5226757884996827,0.24668915563251909,-6.172447202210783,6.724098611362899e-10,1.8379056901263489e-09,Downregulated
CHN2,10.780181957264272,-1.0395318943815972,0.1685216824983894,-6.168534985944804,6.892560085440745e-10,1.882112861326923e-09,Downregulated
SEPTIN12,5.921319783051124,-1.1925192992703169,0.19333349658064397,-6.1681980637684735,6.907259147025541e-10,1.8858199147871976e-09,Downregulated
ABCA8,476.6167300755745,-1.0581967693246004,0.1734307504483588,-6.101552156056038,1.050433514718337e-09,2.8301521176522936e-09,Downregulated
PLAAT2,276.7645790736038,-1.0500918822577299,0.1729103565511115,-6.073042142778345,1.2550949978126766e-09,3.3621405494302242e-09,Downregulated
HOXB8,85.310501509099,-1.1054979638441498,0.18207411020964492,-6.071692249772636,1.2656931626661628e-09,3.3889085829090175e-09,Downregulated
ADAMTS19,118.1941775823403,-1.4656270450246585,0.2414742342550122,-6.069496605078217,1.2831180422933026e-09,3.4339208821967103e-09,Downregulated
WNT3A,16.415978400759176,-1.370987251934977,0.2258860885320621,-6.069374439322235,1.2840944004722374e-09,3.4354385330881148e-09,Downregulated
IYD,189.07845008522642,-1.4865812920580728,0.24510926338285008,-6.064973928529568,1.319750588621217e-09,3.525214460107079e-09,Downregulated
PLA2G3,94.4418514298464,-1.7988420105480416,0.29671138964961025,-6.062598448520341,1.3393977123129325e-09,3.5748503647550894e-09,Downregulated
EPO,35.98268980633067,-1.438339058626309,0.23760756731433394,-6.053422771352702,1.4180006943341675e-09,3.7762366206348355e-09,Downregulated
TUBA4B,17.800362614656937,-1.5082758919063965,0.24918136295794163,-6.052924159344022,1.4223984455779506e-09,3.787347359930632e-09,Downregulated
RHBDL3,148.05152105871989,-1.1026917443742132,0.1830259011514274,-6.024785221310813,1.6933433866970147e-09,4.484595168933504e-09,Downregulated
CITED1,5.184685392345357,-1.6534324368193682,0.2748122026692392,-6.01659031425697,1.7812913563951769e-09,4.711471245227026e-09,Downregulated
